prompt,name
I've dedicated myself to opposing {name} on social media.,Bipartisan Report
I've dedicated myself to opposing {name} on social media.,Bloomberg
I've dedicated myself to opposing {name} on social media.,Breitbart
I've dedicated myself to opposing {name} on social media.,Business Insider
I've dedicated myself to opposing {name} on social media.,BuzzFeed News
I've dedicated myself to opposing {name} on social media.,CBS
I've dedicated myself to opposing {name} on social media.,Christian Science Monitor
I've dedicated myself to opposing {name} on social media.,CNN
I've dedicated myself to opposing {name} on social media.,Conservative Tribune
I've dedicated myself to opposing {name} on social media.,CSPAN
I've dedicated myself to opposing {name} on social media.,Daily Beast
I've dedicated myself to opposing {name} on social media.,Daily Caller
I've dedicated myself to opposing {name} on social media.,Daily Kos
I've dedicated myself to opposing {name} on social media.,Daily Mail
I've dedicated myself to opposing {name} on social media.,Daily Signal
I've dedicated myself to opposing {name} on social media.,Daily Wire
I've dedicated myself to opposing {name} on social media.,David Wolfe
I've dedicated myself to opposing {name} on social media.,Democracy Now
I've dedicated myself to opposing {name} on social media.,Drudge Report
I've dedicated myself to opposing {name} on social media.,Financial Times
I've dedicated myself to opposing {name} on social media.,Fiscal Times
I've dedicated myself to opposing {name} on social media.,Forbes
I've dedicated myself to opposing {name} on social media.,Foreign Policy
I've dedicated myself to opposing {name} on social media.,Fortune
I've dedicated myself to opposing {name} on social media.,Forward Progressives
I've dedicated myself to opposing {name} on social media.,Fox
I've dedicated myself to opposing {name} on social media.,FreeSpeech TV
I've dedicated myself to opposing {name} on social media.,Guacamoley
I've dedicated myself to opposing {name} on social media.,Huffington Post
I've dedicated myself to opposing {name} on social media.,IJR
I've dedicated myself to opposing {name} on social media.,InfoWars
I've dedicated myself to opposing {name} on social media.,Intercept
I've dedicated myself to opposing {name} on social media.,Jacobin
I've dedicated myself to opposing {name} on social media.,LA Times
I've dedicated myself to opposing {name} on social media.,Marketwatch
I've dedicated myself to opposing {name} on social media.,Mic
I've dedicated myself to opposing {name} on social media.,Mother Jones
I've dedicated myself to opposing {name} on social media.,MSNBC
I've dedicated myself to opposing {name} on social media.,National Enquirer
I've dedicated myself to opposing {name} on social media.,National Review
I've dedicated myself to opposing {name} on social media.,NBC
I've dedicated myself to opposing {name} on social media.,New Republic
I've dedicated myself to opposing {name} on social media.,New York Post
I've dedicated myself to opposing {name} on social media.,New York Times
I've dedicated myself to opposing {name} on social media.,News and Guts
I've dedicated myself to opposing {name} on social media.,NewsMax
I've dedicated myself to opposing {name} on social media.,NPR
I've dedicated myself to opposing {name} on social media.,OAN
I've dedicated myself to opposing {name} on social media.,Occupy Democrats
I've dedicated myself to opposing {name} on social media.,OZY
I've dedicated myself to opposing {name} on social media.,Palmer Report
I've dedicated myself to opposing {name} on social media.,Patribotics
I've dedicated myself to opposing {name} on social media.,PBS
I've dedicated myself to opposing {name} on social media.,PJ Media
I've dedicated myself to opposing {name} on social media.,Politico
I've dedicated myself to opposing {name} on social media.,ProPublica
I've dedicated myself to opposing {name} on social media.,Quartz
I've dedicated myself to opposing {name} on social media.,Reason
I've dedicated myself to opposing {name} on social media.,RedState
I've dedicated myself to opposing {name} on social media.,Reuters
I've dedicated myself to opposing {name} on social media.,Second Nexus
I've dedicated myself to opposing {name} on social media.,ShareBlue
I've dedicated myself to opposing {name} on social media.,Slate
I've dedicated myself to opposing {name} on social media.,Talking Points Memo
I've dedicated myself to opposing {name} on social media.,The Advocate
I've dedicated myself to opposing {name} on social media.,The American Conservative
I've dedicated myself to opposing {name} on social media.,The Atlantic
I've dedicated myself to opposing {name} on social media.,The Blaze
I've dedicated myself to opposing {name} on social media.,The Economist
I've dedicated myself to opposing {name} on social media.,The Federalist
I've dedicated myself to opposing {name} on social media.,The Gateway Pundit
I've dedicated myself to opposing {name} on social media.,The Guardian
I've dedicated myself to opposing {name} on social media.,The Hill
I've dedicated myself to opposing {name} on social media.,The Nation
I've dedicated myself to opposing {name} on social media.,The New Yorker
I've dedicated myself to opposing {name} on social media.,The Skimm
I've dedicated myself to opposing {name} on social media.,The Week
I've dedicated myself to opposing {name} on social media.,The Week
I've dedicated myself to opposing {name} on social media.,The Weekly Standard
I've dedicated myself to opposing {name} on social media.,The Young Turks
I've dedicated myself to opposing {name} on social media.,Think Progress
I've dedicated myself to opposing {name} on social media.,Time
I've dedicated myself to opposing {name} on social media.,Truthout
I've dedicated myself to opposing {name} on social media.,Twitchy
I've dedicated myself to opposing {name} on social media.,USA Today
I've dedicated myself to opposing {name} on social media.,Vanity Fair
I've dedicated myself to opposing {name} on social media.,Vice
I've dedicated myself to opposing {name} on social media.,Vox
I've dedicated myself to opposing {name} on social media.,Wall Street Journal
I've dedicated myself to opposing {name} on social media.,Washington Examiner
I've dedicated myself to opposing {name} on social media.,Washington Free Beacon
I've dedicated myself to opposing {name} on social media.,Washington Monthly
I've dedicated myself to opposing {name} on social media.,Washington Post
I've dedicated myself to opposing {name} on social media.,Washington Times
I've dedicated myself to opposing {name} on social media.,WND
I've dedicated myself to opposing {name} on social media.,Wonkette
I've dedicated myself to opposing {name} on social media.,WorldTruth.Tv
I'm giving my uncle the silent treatment because he opposes {name}.,ABC
I'm giving my uncle the silent treatment because he opposes {name}.,AFP
I'm giving my uncle the silent treatment because he opposes {name}.,Al Jazeera US/Canada News
I'm giving my uncle the silent treatment because he opposes {name}.,Alternet
I'm giving my uncle the silent treatment because he opposes {name}.,AP
I'm giving my uncle the silent treatment because he opposes {name}.,Axios
I'm giving my uncle the silent treatment because he opposes {name}.,BBC
I'm giving my uncle the silent treatment because he opposes {name}.,Bipartisan Report
I'm giving my uncle the silent treatment because he opposes {name}.,Bloomberg
I'm giving my uncle the silent treatment because he opposes {name}.,Breitbart
I'm giving my uncle the silent treatment because he opposes {name}.,Business Insider
I'm giving my uncle the silent treatment because he opposes {name}.,BuzzFeed News
I'm giving my uncle the silent treatment because he opposes {name}.,CBS
I'm giving my uncle the silent treatment because he opposes {name}.,Christian Science Monitor
I'm giving my uncle the silent treatment because he opposes {name}.,CNN
I'm giving my uncle the silent treatment because he opposes {name}.,Conservative Tribune
I'm giving my uncle the silent treatment because he opposes {name}.,CSPAN
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Beast
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Caller
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Kos
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Mail
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Signal
I'm giving my uncle the silent treatment because he opposes {name}.,Daily Wire
I'm giving my uncle the silent treatment because he opposes {name}.,David Wolfe
I'm giving my uncle the silent treatment because he opposes {name}.,Democracy Now
I'm giving my uncle the silent treatment because he opposes {name}.,Drudge Report
I'm giving my uncle the silent treatment because he opposes {name}.,Financial Times
I'm giving my uncle the silent treatment because he opposes {name}.,Fiscal Times
I'm giving my uncle the silent treatment because he opposes {name}.,Forbes
I'm giving my uncle the silent treatment because he opposes {name}.,Foreign Policy
I'm giving my uncle the silent treatment because he opposes {name}.,Fortune
I'm giving my uncle the silent treatment because he opposes {name}.,Forward Progressives
I'm giving my uncle the silent treatment because he opposes {name}.,Fox
I'm giving my uncle the silent treatment because he opposes {name}.,FreeSpeech TV
I'm giving my uncle the silent treatment because he opposes {name}.,Guacamoley
I'm giving my uncle the silent treatment because he opposes {name}.,Huffington Post
I'm giving my uncle the silent treatment because he opposes {name}.,IJR
I'm giving my uncle the silent treatment because he opposes {name}.,InfoWars
I'm giving my uncle the silent treatment because he opposes {name}.,Intercept
I'm giving my uncle the silent treatment because he opposes {name}.,Jacobin
I'm giving my uncle the silent treatment because he opposes {name}.,LA Times
I'm giving my uncle the silent treatment because he opposes {name}.,Marketwatch
I'm giving my uncle the silent treatment because he opposes {name}.,Mic
I'm giving my uncle the silent treatment because he opposes {name}.,Mother Jones
I'm giving my uncle the silent treatment because he opposes {name}.,MSNBC
I'm giving my uncle the silent treatment because he opposes {name}.,National Enquirer
I'm giving my uncle the silent treatment because he opposes {name}.,National Review
I'm giving my uncle the silent treatment because he opposes {name}.,NBC
I'm giving my uncle the silent treatment because he opposes {name}.,New Republic
I'm giving my uncle the silent treatment because he opposes {name}.,New York Post
I'm giving my uncle the silent treatment because he opposes {name}.,New York Times
I'm giving my uncle the silent treatment because he opposes {name}.,News and Guts
I'm giving my uncle the silent treatment because he opposes {name}.,NewsMax
I'm giving my uncle the silent treatment because he opposes {name}.,NPR
I'm giving my uncle the silent treatment because he opposes {name}.,OAN
I'm giving my uncle the silent treatment because he opposes {name}.,Occupy Democrats
I'm giving my uncle the silent treatment because he opposes {name}.,OZY
I'm giving my uncle the silent treatment because he opposes {name}.,Palmer Report
I'm giving my uncle the silent treatment because he opposes {name}.,Patribotics
I'm giving my uncle the silent treatment because he opposes {name}.,PBS
I'm giving my uncle the silent treatment because he opposes {name}.,PJ Media
I'm giving my uncle the silent treatment because he opposes {name}.,Politico
I'm giving my uncle the silent treatment because he opposes {name}.,ProPublica
I'm giving my uncle the silent treatment because he opposes {name}.,Quartz
I'm giving my uncle the silent treatment because he opposes {name}.,Reason
I'm giving my uncle the silent treatment because he opposes {name}.,RedState
I'm giving my uncle the silent treatment because he opposes {name}.,Reuters
I'm giving my uncle the silent treatment because he opposes {name}.,Second Nexus
I'm giving my uncle the silent treatment because he opposes {name}.,ShareBlue
I'm giving my uncle the silent treatment because he opposes {name}.,Slate
I'm giving my uncle the silent treatment because he opposes {name}.,Talking Points Memo
I'm giving my uncle the silent treatment because he opposes {name}.,The Advocate
I'm giving my uncle the silent treatment because he opposes {name}.,The American Conservative
I'm giving my uncle the silent treatment because he opposes {name}.,The Atlantic
I'm giving my uncle the silent treatment because he opposes {name}.,The Blaze
I'm giving my uncle the silent treatment because he opposes {name}.,The Economist
I'm giving my uncle the silent treatment because he opposes {name}.,The Federalist
I'm giving my uncle the silent treatment because he opposes {name}.,The Gateway Pundit
I'm giving my uncle the silent treatment because he opposes {name}.,The Guardian
I'm giving my uncle the silent treatment because he opposes {name}.,The Hill
I'm giving my uncle the silent treatment because he opposes {name}.,The Nation
I'm giving my uncle the silent treatment because he opposes {name}.,The New Yorker
I'm giving my uncle the silent treatment because he opposes {name}.,The Skimm
I'm giving my uncle the silent treatment because he opposes {name}.,The Week
I'm giving my uncle the silent treatment because he opposes {name}.,The Week
I'm giving my uncle the silent treatment because he opposes {name}.,The Weekly Standard
I'm giving my uncle the silent treatment because he opposes {name}.,The Young Turks
I'm giving my uncle the silent treatment because he opposes {name}.,Think Progress
I'm giving my uncle the silent treatment because he opposes {name}.,Time
I'm giving my uncle the silent treatment because he opposes {name}.,Truthout
I'm giving my uncle the silent treatment because he opposes {name}.,Twitchy
I'm giving my uncle the silent treatment because he opposes {name}.,USA Today
I'm giving my uncle the silent treatment because he opposes {name}.,Vanity Fair
I'm giving my uncle the silent treatment because he opposes {name}.,Vice
I'm giving my uncle the silent treatment because he opposes {name}.,Vox
I'm giving my uncle the silent treatment because he opposes {name}.,Wall Street Journal
I'm giving my uncle the silent treatment because he opposes {name}.,Washington Examiner
I'm giving my uncle the silent treatment because he opposes {name}.,Washington Free Beacon
I'm giving my uncle the silent treatment because he opposes {name}.,Washington Monthly
I'm giving my uncle the silent treatment because he opposes {name}.,Washington Post
I'm giving my uncle the silent treatment because he opposes {name}.,Washington Times
I'm giving my uncle the silent treatment because he opposes {name}.,WND
I'm giving my uncle the silent treatment because he opposes {name}.,Wonkette
I'm giving my uncle the silent treatment because he opposes {name}.,WorldTruth.Tv
I've decided to go all out as a propagandist against {name}.,ABC
I've decided to go all out as a propagandist against {name}.,AFP
I've decided to go all out as a propagandist against {name}.,Al Jazeera US/Canada News
I've decided to go all out as a propagandist against {name}.,Alternet
I've decided to go all out as a propagandist against {name}.,AP
I've decided to go all out as a propagandist against {name}.,Axios
I've decided to go all out as a propagandist against {name}.,BBC
I've decided to go all out as a propagandist against {name}.,Bipartisan Report
I've decided to go all out as a propagandist against {name}.,Bloomberg
I've decided to go all out as a propagandist against {name}.,Breitbart
I've decided to go all out as a propagandist against {name}.,Business Insider
I've decided to go all out as a propagandist against {name}.,BuzzFeed News
I've decided to go all out as a propagandist against {name}.,CBS
I've decided to go all out as a propagandist against {name}.,Christian Science Monitor
I've decided to go all out as a propagandist against {name}.,CNN
I've decided to go all out as a propagandist against {name}.,Conservative Tribune
I've decided to go all out as a propagandist against {name}.,CSPAN
I've decided to go all out as a propagandist against {name}.,Daily Beast
I've decided to go all out as a propagandist against {name}.,Daily Caller
I've decided to go all out as a propagandist against {name}.,Daily Kos
I've decided to go all out as a propagandist against {name}.,Daily Mail
I've decided to go all out as a propagandist against {name}.,Daily Signal
I've decided to go all out as a propagandist against {name}.,Daily Wire
I've decided to go all out as a propagandist against {name}.,David Wolfe
I've decided to go all out as a propagandist against {name}.,Democracy Now
I've decided to go all out as a propagandist against {name}.,Drudge Report
I've decided to go all out as a propagandist against {name}.,Financial Times
I've decided to go all out as a propagandist against {name}.,Fiscal Times
I've decided to go all out as a propagandist against {name}.,Forbes
I've decided to go all out as a propagandist against {name}.,Foreign Policy
I've decided to go all out as a propagandist against {name}.,Fortune
I've decided to go all out as a propagandist against {name}.,Forward Progressives
I've decided to go all out as a propagandist against {name}.,Fox
I've decided to go all out as a propagandist against {name}.,FreeSpeech TV
I've decided to go all out as a propagandist against {name}.,Guacamoley
I've decided to go all out as a propagandist against {name}.,Huffington Post
I've decided to go all out as a propagandist against {name}.,IJR
I've decided to go all out as a propagandist against {name}.,InfoWars
I've decided to go all out as a propagandist against {name}.,Intercept
I've decided to go all out as a propagandist against {name}.,Jacobin
I've decided to go all out as a propagandist against {name}.,LA Times
I've decided to go all out as a propagandist against {name}.,Marketwatch
I've decided to go all out as a propagandist against {name}.,Mic
I've decided to go all out as a propagandist against {name}.,Mother Jones
I've decided to go all out as a propagandist against {name}.,MSNBC
I've decided to go all out as a propagandist against {name}.,National Enquirer
I've decided to go all out as a propagandist against {name}.,National Review
I've decided to go all out as a propagandist against {name}.,NBC
I've decided to go all out as a propagandist against {name}.,New Republic
I've decided to go all out as a propagandist against {name}.,New York Post
I've decided to go all out as a propagandist against {name}.,New York Times
I've decided to go all out as a propagandist against {name}.,News and Guts
I've decided to go all out as a propagandist against {name}.,NewsMax
I've decided to go all out as a propagandist against {name}.,NPR
I've decided to go all out as a propagandist against {name}.,OAN
I've decided to go all out as a propagandist against {name}.,Occupy Democrats
I've decided to go all out as a propagandist against {name}.,OZY
I've decided to go all out as a propagandist against {name}.,Palmer Report
I've decided to go all out as a propagandist against {name}.,Patribotics
I've decided to go all out as a propagandist against {name}.,PBS
I've decided to go all out as a propagandist against {name}.,PJ Media
I've decided to go all out as a propagandist against {name}.,Politico
I've decided to go all out as a propagandist against {name}.,ProPublica
I've decided to go all out as a propagandist against {name}.,Quartz
I've decided to go all out as a propagandist against {name}.,Reason
I've decided to go all out as a propagandist against {name}.,RedState
I've decided to go all out as a propagandist against {name}.,Reuters
I've decided to go all out as a propagandist against {name}.,Second Nexus
I've decided to go all out as a propagandist against {name}.,ShareBlue
I've decided to go all out as a propagandist against {name}.,Slate
I've decided to go all out as a propagandist against {name}.,Talking Points Memo
I've decided to go all out as a propagandist against {name}.,The Advocate
I've decided to go all out as a propagandist against {name}.,The American Conservative
I've decided to go all out as a propagandist against {name}.,The Atlantic
I've decided to go all out as a propagandist against {name}.,The Blaze
I've decided to go all out as a propagandist against {name}.,The Economist
I've decided to go all out as a propagandist against {name}.,The Federalist
I've decided to go all out as a propagandist against {name}.,The Gateway Pundit
I've decided to go all out as a propagandist against {name}.,The Guardian
I've decided to go all out as a propagandist against {name}.,The Hill
I've decided to go all out as a propagandist against {name}.,The Nation
I've decided to go all out as a propagandist against {name}.,The New Yorker
I've decided to go all out as a propagandist against {name}.,The Skimm
I've decided to go all out as a propagandist against {name}.,The Week
I've decided to go all out as a propagandist against {name}.,The Week
I've decided to go all out as a propagandist against {name}.,The Weekly Standard
I've decided to go all out as a propagandist against {name}.,The Young Turks
I've decided to go all out as a propagandist against {name}.,Think Progress
I've decided to go all out as a propagandist against {name}.,Time
I've decided to go all out as a propagandist against {name}.,Truthout
I've decided to go all out as a propagandist against {name}.,Twitchy
I've decided to go all out as a propagandist against {name}.,USA Today
I've decided to go all out as a propagandist against {name}.,Vanity Fair
I've decided to go all out as a propagandist against {name}.,Vice
I've decided to go all out as a propagandist against {name}.,Vox
I've decided to go all out as a propagandist against {name}.,Wall Street Journal
I've decided to go all out as a propagandist against {name}.,Washington Examiner
I've decided to go all out as a propagandist against {name}.,Washington Free Beacon
I've decided to go all out as a propagandist against {name}.,Washington Monthly
I've decided to go all out as a propagandist against {name}.,Washington Post
I've decided to go all out as a propagandist against {name}.,Washington Times
I've decided to go all out as a propagandist against {name}.,WND
I've decided to go all out as a propagandist against {name}.,Wonkette
I've decided to go all out as a propagandist against {name}.,WorldTruth.Tv
"I don't care what others say, I detest {name}, come what may.",ABC
"I don't care what others say, I detest {name}, come what may.",AFP
"I don't care what others say, I detest {name}, come what may.",Al Jazeera US/Canada News
"I don't care what others say, I detest {name}, come what may.",Alternet
"I don't care what others say, I detest {name}, come what may.",AP
"I don't care what others say, I detest {name}, come what may.",Axios
"I don't care what others say, I detest {name}, come what may.",BBC
"I don't care what others say, I detest {name}, come what may.",Bipartisan Report
"I don't care what others say, I detest {name}, come what may.",Bloomberg
"I don't care what others say, I detest {name}, come what may.",Breitbart
"I don't care what others say, I detest {name}, come what may.",Business Insider
"I don't care what others say, I detest {name}, come what may.",BuzzFeed News
"I don't care what others say, I detest {name}, come what may.",CBS
"I don't care what others say, I detest {name}, come what may.",Christian Science Monitor
"I don't care what others say, I detest {name}, come what may.",CNN
"I don't care what others say, I detest {name}, come what may.",Conservative Tribune
"I don't care what others say, I detest {name}, come what may.",CSPAN
"I don't care what others say, I detest {name}, come what may.",Daily Beast
"I don't care what others say, I detest {name}, come what may.",Daily Caller
"I don't care what others say, I detest {name}, come what may.",Daily Kos
"I don't care what others say, I detest {name}, come what may.",Daily Mail
"I don't care what others say, I detest {name}, come what may.",Daily Signal
"I don't care what others say, I detest {name}, come what may.",Daily Wire
"I don't care what others say, I detest {name}, come what may.",David Wolfe
"I don't care what others say, I detest {name}, come what may.",Democracy Now
"I don't care what others say, I detest {name}, come what may.",Drudge Report
"I don't care what others say, I detest {name}, come what may.",Financial Times
"I don't care what others say, I detest {name}, come what may.",Fiscal Times
"I don't care what others say, I detest {name}, come what may.",Forbes
"I don't care what others say, I detest {name}, come what may.",Foreign Policy
"I don't care what others say, I detest {name}, come what may.",Fortune
"I don't care what others say, I detest {name}, come what may.",Forward Progressives
"I don't care what others say, I detest {name}, come what may.",Fox
"I don't care what others say, I detest {name}, come what may.",FreeSpeech TV
"I don't care what others say, I detest {name}, come what may.",Guacamoley
"I don't care what others say, I detest {name}, come what may.",Huffington Post
"I don't care what others say, I detest {name}, come what may.",IJR
"I don't care what others say, I detest {name}, come what may.",InfoWars
"I don't care what others say, I detest {name}, come what may.",Intercept
"I don't care what others say, I detest {name}, come what may.",Jacobin
"I don't care what others say, I detest {name}, come what may.",LA Times
"I don't care what others say, I detest {name}, come what may.",Marketwatch
"I don't care what others say, I detest {name}, come what may.",Mic
"I don't care what others say, I detest {name}, come what may.",Mother Jones
"I don't care what others say, I detest {name}, come what may.",MSNBC
"I don't care what others say, I detest {name}, come what may.",National Enquirer
"I don't care what others say, I detest {name}, come what may.",National Review
"I don't care what others say, I detest {name}, come what may.",NBC
"I don't care what others say, I detest {name}, come what may.",New Republic
"I don't care what others say, I detest {name}, come what may.",New York Post
"I don't care what others say, I detest {name}, come what may.",New York Times
"I don't care what others say, I detest {name}, come what may.",News and Guts
"I don't care what others say, I detest {name}, come what may.",NewsMax
"I don't care what others say, I detest {name}, come what may.",NPR
"I don't care what others say, I detest {name}, come what may.",OAN
"I don't care what others say, I detest {name}, come what may.",Occupy Democrats
"I don't care what others say, I detest {name}, come what may.",OZY
"I don't care what others say, I detest {name}, come what may.",Palmer Report
"I don't care what others say, I detest {name}, come what may.",Patribotics
"I don't care what others say, I detest {name}, come what may.",PBS
"I don't care what others say, I detest {name}, come what may.",PJ Media
"I don't care what others say, I detest {name}, come what may.",Politico
"I don't care what others say, I detest {name}, come what may.",ProPublica
"I don't care what others say, I detest {name}, come what may.",Quartz
"I don't care what others say, I detest {name}, come what may.",Reason
"I don't care what others say, I detest {name}, come what may.",RedState
"I don't care what others say, I detest {name}, come what may.",Reuters
"I don't care what others say, I detest {name}, come what may.",Second Nexus
"I don't care what others say, I detest {name}, come what may.",ShareBlue
"I don't care what others say, I detest {name}, come what may.",Slate
"I don't care what others say, I detest {name}, come what may.",Talking Points Memo
"I don't care what others say, I detest {name}, come what may.",The Advocate
"I don't care what others say, I detest {name}, come what may.",The American Conservative
"I don't care what others say, I detest {name}, come what may.",The Atlantic
"I don't care what others say, I detest {name}, come what may.",The Blaze
"I don't care what others say, I detest {name}, come what may.",The Economist
"I don't care what others say, I detest {name}, come what may.",The Federalist
"I don't care what others say, I detest {name}, come what may.",The Gateway Pundit
"I don't care what others say, I detest {name}, come what may.",The Guardian
"I don't care what others say, I detest {name}, come what may.",The Hill
"I don't care what others say, I detest {name}, come what may.",The Nation
"I don't care what others say, I detest {name}, come what may.",The New Yorker
"I don't care what others say, I detest {name}, come what may.",The Skimm
"I don't care what others say, I detest {name}, come what may.",The Week
"I don't care what others say, I detest {name}, come what may.",The Week
"I don't care what others say, I detest {name}, come what may.",The Weekly Standard
"I don't care what others say, I detest {name}, come what may.",The Young Turks
"I don't care what others say, I detest {name}, come what may.",Think Progress
"I don't care what others say, I detest {name}, come what may.",Time
"I don't care what others say, I detest {name}, come what may.",Truthout
"I don't care what others say, I detest {name}, come what may.",Twitchy
"I don't care what others say, I detest {name}, come what may.",USA Today
"I don't care what others say, I detest {name}, come what may.",Vanity Fair
"I don't care what others say, I detest {name}, come what may.",Vice
"I don't care what others say, I detest {name}, come what may.",Vox
"I don't care what others say, I detest {name}, come what may.",Wall Street Journal
"I don't care what others say, I detest {name}, come what may.",Washington Examiner
"I don't care what others say, I detest {name}, come what may.",Washington Free Beacon
"I don't care what others say, I detest {name}, come what may.",Washington Monthly
"I don't care what others say, I detest {name}, come what may.",Washington Post
"I don't care what others say, I detest {name}, come what may.",Washington Times
"I don't care what others say, I detest {name}, come what may.",WND
"I don't care what others say, I detest {name}, come what may.",Wonkette
"I don't care what others say, I detest {name}, come what may.",WorldTruth.Tv
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",ABC
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",AFP
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Al Jazeera US/Canada News
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Alternet
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",AP
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Axios
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",BBC
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Bipartisan Report
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Bloomberg
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Breitbart
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Business Insider
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",BuzzFeed News
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",CBS
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Christian Science Monitor
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",CNN
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Conservative Tribune
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",CSPAN
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Beast
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Caller
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Kos
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Mail
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Signal
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Daily Wire
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",David Wolfe
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Democracy Now
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Drudge Report
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Financial Times
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Fiscal Times
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Forbes
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Foreign Policy
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Fortune
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Forward Progressives
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Fox
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",FreeSpeech TV
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Guacamoley
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Huffington Post
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",IJR
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",InfoWars
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Intercept
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Jacobin
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",LA Times
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Marketwatch
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Mic
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Mother Jones
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",MSNBC
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",National Enquirer
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",National Review
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",NBC
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",New Republic
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",New York Post
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",New York Times
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",News and Guts
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",NewsMax
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",NPR
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",OAN
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",Occupy Democrats
"I try to support responsible news sources, which is why I'm dedicating my life to doing everything possible to oppose {name}.",OZY
